"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099003","vesicle-mediated transport in synapse","28/743","258/18986",0.108527131782946,2.77321147245088,5.78730357004076,1.13342643693224e-06,0.0019982520888183,0.00182325774777962,"BIN1/ATP6V0A1/CASP3/CDH2/AP3S1/CTBP1/LPAR1/HIP1/MKLN1/OPHN1/P2RY1/PRKN/PRKAR1B/PRKCB/RAB27B/ROCK1/ITSN1/SH3GL2/NRXN1/SLC4A8/UNC13B/AP3M2/AAK1/NLGN1/CLSTN1/PCLO/SGIP1/UNC13C",28
"GO:0071375","cellular response to peptide hormone stimulus","32/743","321/18986",0.0996884735202492,2.54735579845956,5.64261324986741,1.31115439211818e-06,0.0019982520888183,0.00182325774777962,"CEACAM1/AP3S1/EDN1/EDNRA/GAB1/GCLC/GRB14/GRIA1/HMGCS2/IGF1R/IRS1/MYO5A/NFKB1/PIP4K2A/PRKCB/PTPRA/PTPRJ/ROCK1/STAT3/TSHR/BCAR3/HDAC9/TBC1D4/RBX1/SH2B2/RAB31/SLC39A14/SNX5/ZDHHC7/MBD5/ARID1B/STXBP4",32
"GO:0072659","protein localization to plasma membrane","30/743","295/18986",0.101694915254237,2.59862673084381,5.58461692761088,1.85792520328149e-06,0.0019982520888183,0.00182325774777962,"ANK1/ANK3/AR/CACNB2/CAMK2D/CDH2/DLG1/MYO5A/P2RY1/PRKCE/PRKCH/PTCH1/ROCK1/S100A10/STX7/NRXN1/RAB31/TNIK/EPB41L3/EFR3A/ATP2C1/ASAP1/ASB3/ZDHHC7/SMURF1/DPP10/KIF13A/KCNIP4/TTC7B/WDR72",30
"GO:0007264","small GTPase-mediated signal transduction","42/743","491/18986",0.0855397148676171,2.18581026443685,5.37254871487607,1.8633655883513e-06,0.0019982520888183,0.00182325774777962,"CBL/CHM/CHN2/LPAR1/ARHGAP35/KITLG/OPHN1/RASA2/RHEB/RIT2/ROCK1/ITSN1/VAV1/BCAR3/CTNNAL1/GBF1/KSR1/WASF1/ARHGEF2/CYTH3/NTN1/RALGPS1/SPRY2/SH2B2/AKAP13/ARHGAP26/SIPA1L3/IQSEC2/RGL1/NUP62/RASGRP3/TIAM2/ARHGEF3/RIN2/RALGAPA2/HACE1/ARHGAP20/TNS3/FGD5/RASGEF1B/SPATA13/RABL3",42
"GO:0007409","axonogenesis","40/743","459/18986",0.0871459694989107,2.22685515061416,5.36968316395216,2.07287561080737e-06,0.0019982520888183,0.00182325774777962,"ADARB1/ANK3/BCL2/DSCAM/EDN1/EDNRA/EFNA5/EXT1/ARHGAP35/IFRD1/IGF1R/LMX1A/SMAD4/OPHN1/PAK1/PLXNA2/PTCH1/PTPRJ/PTPRO/ROBO2/RYK/SIAH1/NRXN1/NTN1/FEZ2/UST/PLXNC1/PALLD/ZDHHC17/PLXNB2/TIAM2/ATP8A2/PARD3/SMURF1/BCL11B/TCTN1/SLITRK6/KIAA1755/ARX/SEMA3D",40
"GO:1990778","protein localization to cell periphery","33/743","362/18986",0.0911602209944751,2.32943197281441,5.15389423126909,6.30278912380371e-06,0.00449218181633425,0.00409878480643033,"ANK1/ANK3/AR/CACNB2/CAMK2D/CDH2/DLG1/GNAI1/MYO5A/P2RY1/PRKCE/PRKCH/PTCH1/ROCK1/S100A10/STX7/NRXN1/RAB31/CLSTN1/TNIK/IQSEC2/EPB41L3/EFR3A/ATP2C1/ASAP1/ASB3/ZDHHC7/SMURF1/DPP10/KIF13A/KCNIP4/TTC7B/WDR72",33
"GO:0099504","synaptic vesicle cycle","24/743","222/18986",0.108108108108108,2.76250409224837,5.3308380344922,6.97334737291316e-06,0.00449218181633425,0.00409878480643033,"BIN1/ATP6V0A1/CASP3/CDH2/AP3S1/CTBP1/LPAR1/OPHN1/P2RY1/PRKN/PRKAR1B/PRKCB/RAB27B/ROCK1/ITSN1/SH3GL2/NRXN1/SLC4A8/UNC13B/AP3M2/NLGN1/PCLO/SGIP1/UNC13C",24
"GO:0051056","regulation of small GTPase mediated signal transduction","29/743","300/18986",0.0966666666666667,2.47013907581875,5.17979360128278,7.45590342960041e-06,0.00449218181633425,0.00409878480643033,"CBL/CHN2/LPAR1/ARHGAP35/KITLG/OPHN1/RASA2/RIT2/ITSN1/VAV1/GBF1/ARHGEF2/CYTH3/RALGPS1/SPRY2/SH2B2/AKAP13/ARHGAP26/SIPA1L3/IQSEC2/NUP62/TIAM2/ARHGEF3/RALGAPA2/ARHGAP20/TNS3/FGD5/SPATA13/RABL3",29
"GO:0032869","cellular response to insulin stimulus","23/743","213/18986",0.107981220657277,2.75926171655325,5.21080705262407,1.09853845735756e-05,0.00588328373829272,0.00536806277759052,"CEACAM1/AP3S1/GAB1/GCLC/GRB14/HMGCS2/IGF1R/IRS1/MYO5A/PIP4K2A/PRKCB/PTPRA/PTPRJ/BCAR3/HDAC9/TBC1D4/RBX1/SH2B2/RAB31/SLC39A14/SNX5/ZDHHC7/STXBP4",23
"GO:0140238","presynaptic endocytosis","13/743","82/18986",0.158536585365854,4.05111118405935,5.58778495841866,1.67685635538144e-05,0.00808244763293854,0.00737463773977227,"BIN1/AP3S1/CTBP1/OPHN1/PRKN/RAB27B/ROCK1/ITSN1/SH3GL2/AP3M2/AAK1/NLGN1/SGIP1",13
